"city","year","weekofyear","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","total_cases"
"sj",2005,26,0.0892,0.07075,0.1209,0.09425714,23.36,301.0885714,301.0785714,297.3142857,302.8,298.9,28.59,80.01285714,23.36,18.95857143,2.585714286,302.0428571,279.8142857,306.3,297.4,52.3,"21"
"sj",2005,27,0.0854,0.246675,0.1717857,0.1636286,42.06,301.2814286,301.5357143,297.3642857,303.7,299.1,32.4,79.37714286,42.06,18.88571429,2.942857143,302.0285714,279.2571429,306.9,298,34.8,"30"
"sj",2005,28,0.0514,0.051625,0.1834667,0.1370143,92.52,300.54,300.65,297,302.5,298.7,45.28,80.56142857,92.52,18.50857143,2.614285714,301.4428571,279.3428571,305.8,297.4,52.8,"45"
"sj",2005,29,-0.0665,-0.021,0.2358286,0.2333429,39.49,300.8714286,301.05,296.9814286,303.1,299,31.9,79.48142857,39.49,18.48142857,2.442857143,301.3857143,280.1,305.8,296.9,50.3,"56"
"sj",2005,30,-0.1087,-0.10425,0.2564429,0.2153714,70.04,300.8528571,300.9214286,297.58,302.9,298.7,34.3,82.40857143,64.25,19.11428571,2.728571429,301.6,279.1714286,305.2,296.9,73.8,"75"
"sj",2005,31,-0.06475,-0.0267,0.1949429,0.1341571,80.34,301.1585714,301.1071429,297.2914286,303,299.3,54.1,79.62142857,80.34,18.83142857,2.871428571,301.9428571,280.0285714,306.3,298,41,"72"
"sj",2005,32,0.1869333,0.1625571,0.2691286,0.1996714,17.92,301.3485714,301.3785714,297.3671429,303.6,299.2,11.93,79.25285714,18.15,18.93857143,2.985714286,302.4714286,279.8714286,306.9,298.6,12.6,"82"
"sj",2005,33,0.0479,0.069675,0.08632857,0.09587143,29.86,301.4657143,301.4642857,297.1885714,303.7,299.2,21.1,77.74,29.86,18.72,3.414285714,302.3285714,279.5,306.3,298.6,18.1,"126"
"sj",2005,34,-0.1224,0.051,0.1057714,0.1418714,99.02,301.1785714,301.2214286,296.6928571,303.5,299.1,28.1,76.73428571,99.02,18.17428571,3.385714286,300.9285714,280.9285714,306.3,295.8,31.7,"119"
"sj",2005,35,-0.01615,0.052025,0.11122,0.1085857,77.05,301.2914286,301.1571429,297.2871429,303.4,299.5,30,79.08142857,77.05,18.86714286,3.185714286,301.0857143,279.5714286,305.2,296.3,104.4,"137"
"sj",2005,36,0.0022,-0.0271,0.2050286,0.2245429,23.3,301.4657143,301.5142857,296.6428571,304.1,298.6,3.7,75.43857143,23.3,18.15714286,4.428571429,301.8666667,280.0571429,306.9,298,8.9,"0"
"sj",2005,37,0.0073,0.0049,0.1645,0.1456286,43.57,302.2,302.1642857,297.7957143,304.3,299.9,11.9,77.27285714,43.57,19.44,3.385714286,302.2428571,280.5571429,306.9,297.4,61,"112"
"sj",2005,38,0.0252,-0.05933333,0.1554286,0.1780286,66.86,301.4957143,301.5357143,297,303.7,298.9,14.6,76.66142857,66.86,18.50571429,3.571428571,301.5857143,279.6571429,305.2,297.4,15.1,"82"
"sj",2005,39,0.0012,-0.02986667,0.1802833,0.1557333,36.86,301.1142857,301.3714286,297.1285714,304,298.8,38.4,79.08285714,36.86,18.70428571,3.542857143,301.7142857,279.1571429,305.2,298,62.5,"73"
"sj",2005,40,0.0488,0.0394,0.1125571,0.07724286,68.31,301.09,301.1285714,296.9571429,302.6,299.5,14.56,78.35142857,68.31,18.49857143,2.685714286,301.0142857,279.3428571,305.8,296.3,18.6,"43"
"sj",2005,41,0.0419,0.02793333,0.1302667,0.1195286,157.83,299.8342857,300.0142857,296.5471429,303,297.9,60.4,82.26428571,157.83,18.03571429,2.542857143,300.4857143,280.2285714,305.2,295.8,126.9,"55"
"sj",2005,42,0.02275,0.0278,0.2085429,0.1866286,112.16,300.6242857,300.8785714,297.3271429,302.6,298,18.7,82.39,112.16,18.95857143,2.928571429,301.0428571,279.4428571,306.9,296.3,45.5,"55"
"sj",2005,43,-0.029975,0.05126667,0.1705571,0.1623143,20.75,300.6914286,300.7071429,297.3871429,302.6,298.7,70.3,82.42285714,20.75,18.99142857,2.442857143,301.9428571,280.0714286,306.3,296.9,55.1,"53"
"sj",2005,44,0.07596667,-0.0622,0.2535143,0.2017429,39.72,300.8414286,300.9428571,296.8314286,302.9,298.9,26.26,78.97,39.72,18.34,2.571428571,300.9571429,280.4,305.8,296.9,57.2,"46"
"sj",2005,45,-0.00135,0.06455,0.2022143,0.1520714,27.22,300.6642857,300.7357143,296.7485714,302.6,299,32.44,79.32714286,27.22,18.22857143,2.128571429,300.9428571,280.0142857,305.8,296.3,32.5,"43"
"sj",2005,46,0.0507,0.0174,0.2069143,0.1821714,37.36,299.9714286,299.8142857,296.1942857,302,298,93.9,79.90142857,37.36,17.63857143,2.185714286,300.1571429,279.5428571,304.1,296.3,41.5,"29"
"sj",2005,47,0.0709,0.1654,0.2159143,0.1852286,14.49,299.4671429,299.5642857,295.1171429,301.4,298,40.81,77.24571429,18.76,16.54857143,2.585714286,299.5285714,279.0857143,303,295.2,23.6,"22"
"sj",2005,48,0.07315,0.1823,0.2233,0.2347,26.65,299.2071429,299.2357143,295.0485714,302.2,297.8,36.65,78.62428571,26.65,16.57142857,2.414285714,299.2285714,278.6285714,303.6,295.8,33.3,"26"
"sj",2005,49,-0.03396667,0.04135,0.1812667,0.20685,0,298.5785714,298.5428571,293.0157143,300.5,295.9,11.2,71.45571429,0,14.50714286,2.2,297.9857143,279.3285714,302.4,293.6,27.5,"13"
"sj",2005,50,-0.0587,-0.1225,0.1667571,0.1695143,0,299.1314286,299.2428571,294.3328571,300.8,297.5,13.6,75.07571429,0,15.72142857,2.171428571,298.4571429,279.0285714,302.4,294.1,30,"17"
"sj",2005,51,0.1077,0.0531,0.2853429,0.2935714,0,298.44,298.65,294.1385714,300.9,296.5,20.64,77.31571429,0,15.53285714,2.528571429,297.6285714,279.2857143,301.9,293.6,29.1,"8"
"sj",2006,52,-0.1062,-0.1376,0.1835,0.1697667,64,299.1471429,299.3071429,294.6828571,301.4,297.5,22.5,76.57857143,64.08,16.02714286,2.242857143,298.8857143,279.2714286,303,294.1,18.6,"13"
"sj",2006,1,-0.008233333,-0.04533333,0.1100714,0.09948571,16.27,298.6771429,298.8642857,293.8042857,300.3,297.2,5.76,74.50857143,16.27,15.20285714,2.1,297.6571429,279.2571429,301.3,293.6,26.7,"10"
"sj",2006,2,-0.04245,0.00455,0.2592714,0.2393143,72.69,298.3328571,298.55,293.1085714,300.1,296.6,10.9,72.92857143,72.69,14.57142857,2.442857143,297.0571429,279.8,300.8,292.4,21.9,"7"
"sj",2006,3,-0.1942333,-0.11174,0.1015143,0.1129833,74.41,298.4014286,298.5285714,294.4171429,300.9,296.7,41.5,78.72,74.41,15.79428571,2.428571429,297.7142857,279.3571429,303.6,293.6,101.1,"18"
"sj",2006,4,-0.16734,-0.0458,0.1000167,0.1076833,0,298.2871429,298.3357143,293.5128571,299.9,296.6,16.8,74.89714286,0,14.89714286,2.014285714,297.2857143,278.1428571,300.2,293.6,29.2,"9"
"sj",2006,5,0.0443,-0.005,0.1681333,0.1399571,0,297.5414286,297.6357143,292.3471429,300.2,295.5,25.3,72.87285714,0,13.97714286,2.157142857,296.4142857,279.1142857,301.9,291.9,7.6,"9"
"sj",2006,6,-0.3084,0.0151,0.1424143,0.2104571,18.15,297.8257143,297.9928571,293.4571429,300.1,296.5,9.7,76.90714286,18.15,14.89857143,2.214285714,296.9142857,279.3857143,301.3,292.4,26.6,"9"
"sj",2006,7,0.3255,-0.02752,0.1900714,0.2061857,0,297.9557143,298.2428571,293.9085714,300.9,295.6,10.37,78.49428571,0,15.27428571,3.028571429,297.7428571,280.0571429,303.6,293.5,15,"3"
"sj",2006,8,-0.1032,0.1611,0.2396714,0.2859714,11.8,298.0557143,298.2071429,292.9714286,300.1,296.7,6.07,73.41428571,11.8,14.38857143,2.428571429,297.8571429,279.3428571,301.9,294.2,2.6,"7"
"sj",2006,9,-0.16734,-0.105825,0.2497286,0.2190667,0,298.1585714,298.1928571,292.4614286,300.9,296.3,7.3,71.45571429,0,13.95142857,2.642857143,298.1714286,279.5857143,303.6,294.1,0,"7"
"sj",2006,10,-0.01313333,0.018275,0.1773,0.1503,0,297.9885714,298.1428571,293.07,300.8,295.4,7.5,74.28,0,14.49714286,3.428571429,298.5285714,279.8428571,303.6,294.1,3.3,"0"
"sj",2006,11,0.0109,-0.01436,0.1585833,0.1095714,16.74,297.2614286,297.1285714,292.1314286,300.3,295.4,19.63,73.21,16.74,13.67,2.614285714,298.0714286,279.1857143,302.4,294.7,2.2,"2"
"sj",2006,12,-0.05675,-0.10425,0.1246429,0.1782429,31.34,298.0614286,298.3,293.4057143,300.4,296,10.35,75.52714286,31.34,14.82285714,2.857142857,298.6857143,279.1857143,302.4,294.7,7.4,"3"
"sj",2006,13,0.0411,0.0471,0.09765,0.08703333,24.44,298.3028571,298.5214286,293.5271429,301.3,296.5,5,74.98428571,24.44,14.93714286,3.357142857,299.7142857,280.1428571,304.7,295.2,5.2,"18"
"sj",2006,14,0.0455,0.07005,0.08821429,0.0959,174.04,298.24,298.55,294.4185714,301.2,296.2,36.3,79.60285714,174.04,15.79428571,3.185714286,298.4285714,278.6428571,303.6,294.1,84.6,"1"
"sj",2006,15,0.0165,0.01794,0.1163167,0.1032857,44.84,298.6428571,298.8142857,294.1728571,301.8,297,12.6,76.33285714,44.84,15.56571429,2.8,298.8571429,279.0142857,303.6,295.2,48.3,"3"
"sj",2006,16,0.10475,0.051625,0.1578167,0.1299714,60.86,298.5914286,298.8214286,294.4528571,301.1,296.8,28.63,78.02428571,60.86,15.86571429,3.1,299.2285714,279.1285714,303.6,295.8,5.4,"3"
"sj",2006,17,0.0351,0.0351,0.1158857,0.08678571,103.35,298.8985714,299.1928571,294.4385714,302,296.6,26.99,76.60428571,103.35,15.83285714,3.914285714,299.3142857,279.1142857,303.6,295.8,75.2,"3"
"sj",2006,18,0.0144,0.04355,0.1209,0.09565714,54.47,298.8728571,299.1928571,294.7271429,302.2,296.7,29.05,78.09857143,52.1,16.12428571,3.385714286,299.5,279.0142857,304.1,294.9,66.1,"10"
"sj",2006,19,0.0235,0.0534,0.0768,0.08275714,12.09,298.12,298.4,293.5157143,300,296.7,19.4,75.92714286,12.09,14.98571429,2.357142857,298.9428571,278.0714286,302.4,295.2,80.8,"3"
"sj",2006,20,0.0802,0.04546667,0.2060857,0.1872143,103.95,299.1714286,299.3071429,296.2957143,301.9,297.2,73.7,84.31,103.95,17.73428571,2.785714286,300.8142857,280.2428571,306.3,296.3,35.5,"5"
"sj",2006,21,0.0199,-0.1001333,0.2400833,0.2095714,3.7,300.5014286,300.7142857,296.3657143,302.8,299,6.07,78.4,3.7,17.79285714,2.971428571,302.0285714,280.7142857,306.9,297.4,0.5,"127"
"sj",2006,22,0.0582,0.033525,0.1129667,0.1009571,64.92,300.57,300.7714286,295.9128571,302.8,298.6,6.19,75.81142857,64.92,17.29,2.971428571,301.5857143,280.1428571,306.9,297.4,22.1,"5"
"sj",2006,23,0.0144,0.0144,0.1304429,0.1338286,19.93,300.7685714,300.9071429,296.0528571,303.2,298.6,7.3,75.6,19.93,17.46428571,3.042857143,301.9142857,281.3428571,307.4,297.4,1.3,"5"
"sj",2006,24,-0.01003333,-0.0572,0.1517,0.1498833,7.56,301.2228571,300.8571429,296.3614286,303.3,299.6,12.4,75.92,7.56,17.78428571,2.742857143,301.9428571,280.6714286,307.4,296.3,34,"6"
"sj",2006,25,0.0363,0.04276667,0.09465714,0.1105571,19.95,300.4785714,300.6714286,296.6428571,302.4,298.7,45,79.69571429,19.95,18.09142857,2.814285714,301.0714286,279.7571429,306.3,296.9,25.5,"6"
"sj",2006,26,0.1035,0.1977,0.1338714,0.1229429,111.15,300.5042857,300.6357143,296.8971429,303,299,39,82.16,111.15,18.67142857,2.242857143,300.8714286,279.8142857,306.3,295.8,58.2,"4"
"sj",2006,27,0.063875,0.05485,0.1770333,0.1333333,52.63,300.5842857,300.5714286,296.6271429,302.9,298.8,23.5,78.60428571,52.63,17.91571429,2.614285714,300.9428571,279.8428571,306.3,295.8,26.7,"4"
"sj",2006,28,-0.049,0.06923333,0.1232714,0.1058286,56.73,300.2628571,300.4285714,296.78,303,298.4,64.68,81.79428571,56.73,18.21571429,2.685714286,300.8428571,279.5142857,305.2,295.8,51.6,"8"
"sj",2006,29,0.04735,0.02816667,0.1966857,0.1615429,16.61,300.2442857,300.2214286,296.5871429,302.3,298.3,40.4,80.53857143,16.61,18.01142857,2.557142857,300.4857143,279.4714286,304.7,295.8,36.8,"14"
"sj",2006,30,-0.05556667,-0.10605,0.1034143,0.1018,29.74,300.7942857,300.95,296.7628571,302.8,298.6,19.1,78.98714286,32.95,18.17571429,2.671428571,301.6,279.6571429,306.9,296.9,13.3,"12"
"sj",2006,31,-0.1145,0.09955,0.1523286,0.1531286,93.78,300.4,300.4714286,296.9585714,302.7,298.4,45.96,81.64571429,94.77,18.42714286,2.8,300.8285714,279.2714286,305.2,295.8,100,"16"
"sj",2006,32,0.00174,0.0136,0.1457429,0.1309857,63.83,300.2085714,299.9714286,296.49,303.1,297.9,171.58,80.65428571,63.83,18.00714286,2.857142857,300.4428571,278.4,304.1,296.9,40.9,"10"
"sj",2006,33,-0.0454,0.0139,0.2238143,0.2583143,3.19,300.91,301.1214286,296.84,303,299.3,13.5,78.62714286,0,18.32714286,2.471428571,301.6428571,278.3,305.2,297.4,1.5,"16"
"sj",2006,34,0.06405,0.04075,0.1773,0.1789833,76.16,300.8214286,300.9642857,297.1242857,303.1,299,42.68,79.81428571,70.61,18.50714286,2.757142857,300.9857143,279.7714286,305.2,296.9,30.7,"18"
"sj",2006,35,0.07515,0.079825,0.1567,0.1232,51.48,301.0685714,301.2214286,297.13,303.2,299.1,22.2,79.15428571,51.48,18.63285714,2.471428571,301.1285714,278.5714286,304.7,296.3,33.8,"15"
"sj",2006,36,0.01235,-0.02706667,0.1379857,0.1328,24.11,301.0714286,301.1571429,296.8814286,303.1,298.8,15.5,78.12428571,24.11,18.40142857,3,301.5428571,279.3428571,305.2,297.4,9.8,"23"
"sj",2006,37,0.026125,0.06016667,0.1424143,0.1815,67.31,301.2171429,301.3642857,296.8614286,304.2,298.8,27.2,77.93,67.31,18.38285714,3.5,301.5285714,280.2,306.3,296.9,25.3,"17"
"sj",2006,38,-0.0556,-0.0162,0.1977,0.1719286,27.18,301.4185714,301.5642857,296.7214286,303.6,299.2,9.6,75.86142857,27.18,18.13857143,3.414285714,301.8285714,279.8,306.3,296.9,2.3,"33"
"sj",2006,39,-0.0265,0.0382,0.1794667,0.1676,27.63,301.3442857,301.5357143,296.8985714,304.2,299,10.37,76.95285714,27.63,18.39857143,3.614285714,301.9571429,279.2857143,305.8,298,6.2,"28"
"sj",2006,40,0.0412,0.0049,0.1755,0.1958714,5.54,301.4742857,301.3642857,296.5471429,303.7,299.6,7.9,74.73285714,12.22,18.00142857,3.071428571,301.8571429,280.3857143,306.9,297.4,7.3,"13"
"sj",2006,41,0.06305,-0.1497,0.2367333,0.2508833,44.38,301.3971429,301.4285714,296.7642857,303.2,299.2,14.2,76.53285714,44.38,18.26285714,2.542857143,302.2857143,280.2142857,306.3,296.9,28,"129"
"sj",2006,42,0.12335,0.1152,0.07027143,0.05842857,64.15,300.7557143,300.7714286,296.8442857,302.9,298.6,37,79.41428571,64.15,18.58428571,2.8,301.3571429,280.5285714,306.3,296.9,140.8,"14"
"sj",2006,43,0.04593333,-0.0364,0.1736714,0.12805,99.33,300.6828571,300.8285714,296.8771429,302.9,299,27.2,79.93,95.43,18.46,3.085714286,301.1142857,280.0142857,305.8,296.3,65.8,"17"
"sj",2006,44,0.1242,0.0707,0.1566143,0.1134143,15.91,300.9357143,301.0285714,297.3657143,303.4,299.3,54.12,81.08571429,15.91,18.94714286,2.771428571,301.5,278.7714286,305.2,298,38,"19"
"sj",2006,45,-0.2761,-0.0331,0.2153167,0.1843571,1.52,300.88,300.9928571,296.1642857,302.8,299.2,8.2,75.56857143,6.61,17.61714286,2.585714286,300.9857143,279.1285714,304.7,297.4,18,"20"
"sj",2006,46,-0.1686,-0.4561,0.1658143,0.1308143,21.29,300.4128571,300.5642857,295.0071429,302.8,298.5,13.2,72.68428571,21.29,16.17857143,2.471428571,300.1857143,279.6285714,304.7,296.3,18.5,"12"
"sj",2006,47,0.0947,-0.01176667,0.1773286,0.1929,57.01,299.2814286,299.4857143,294.6557143,302.4,296.5,21.8,75.6,57.01,16.08,3.257142857,300.0428571,280.1571429,305.8,295.8,0.8,"21"
"sj",2006,48,0.0115,0.1729667,0.08832857,0.02602857,51.3,300.3428571,300.4071429,295.9157143,302.2,298.4,14.56,76.82857143,46.38,17.34571429,3.257142857,300.4142857,280.4,305.2,295.2,88.7,"7"
"sj",2006,49,0.0516,-0.05264,0.2320286,0.1456429,25.02,299.3457143,299.4642857,294.5742857,300.8,297.5,42.55,74.43142857,25.02,15.97,2.014285714,298.9428571,278.7714286,302.4,295.2,68,"47"
"sj",2006,50,-0.04176667,0.025325,0.1784571,0.1963143,0,299.63,299.7357143,295.6385714,301.3,298.2,18.4,78.63857143,0,16.98714286,2.1,299.5285714,278.9428571,303,295.8,6.9,"10"
"sj",2006,51,-0.0548,0.0318,0.10776,0.1255167,0,299.2171429,299.4714286,294.5514286,300.8,297.7,14.5,74.75428571,0,15.91714286,1.971428571,298.9285714,279.1714286,303,295.2,26.9,"13"
"sj",2007,1,0.2643,0.05124,0.1484429,0.1446,0,298.6671429,298.6928571,294.2328571,300.2,297.6,12.4,76.52857143,0,15.59571429,1.5,298.3571429,277.9857143,301.3,295.2,21.7,"10"
"sj",2007,2,0.0012,-0.03805,0.1851571,0.2065429,0,298.5671429,298.1928571,293.76,300.3,295.9,16.3,74.81142857,0,15.11571429,2.114285714,298.0857143,279.9285714,303.6,294.1,14.8,"8"
"sj",2007,3,-0.0192,-0.0043,0.0963,0.06577143,63.41,298.2171429,298.3214286,294.0157143,300.6,295.9,60.49,77.64714286,63.41,15.36857143,3.042857143,297.9714286,279.1857143,301.3,293.6,21.4,"21"
"sj",2007,4,0.1288333,0.1152,0.2486833,0.2523286,0,298.2042857,298.3285714,293.2142857,299.5,296.6,9.33,73.80428571,0,14.61428571,1.971428571,298,278.7142857,301.3,294.1,16.8,"11"
"sj",2007,5,-0.287,0.041,0.1536,0.1395429,0,297.9457143,298.2214286,292.6971429,301.3,295.5,0,72.76,6.61,14.16285714,3.785714286,298.0857143,280.7714286,303.6,293.6,0,"9"
"sj",2007,6,-0.2156,0.0658,0.2048429,0.2347,0,298.5485714,298.7928571,293.7385714,300.4,296.7,0.6,74.8,0,15.10285714,2.5,298.6,280.0571429,303,294,3.3,"56"
"sj",2007,7,-0.0752,-0.07194,0.2439429,0.1923143,0,298.4442857,298.7857143,293.8271429,301.4,295.8,1.2,75.75428571,0,15.18428571,3.357142857,299.1571429,280.6,305.2,294.1,0.3,"14"
"sj",2007,8,0.2121,0.1016,0.1901429,0.1567857,0,298.71,298.8928571,293.69,301.2,295.7,6.73,73.93285714,0,15.09142857,3.514285714,299.4142857,281.4857143,304.1,294.7,20.1,"15"
"sj",2007,9,-0.1798,-0.01975,0.006183333,0.05438333,0,298.3157143,298.4071429,294.2042857,301,296.2,23.12,79.16,0,15.56142857,2.885714286,298.6285714,280,304.7,294.1,22.9,"18"
"sj",2007,10,0.0543,-0.0189,0.1837,0.1208571,0,299.1142857,299.25,294.3285714,301.4,296.9,3.7,75.01428571,0,15.69714286,3.071428571,299.5571429,280.6714286,305.2,295.2,8.4,"16"
"sj",2007,11,0.0373,0.0018,0.1647571,0.1754857,0,299.0157143,299.4357143,294.02,301,296.6,1.5,74.02571429,0,15.15285714,3.628571429,299.7142857,281.0428571,304.7,294.7,0.3,"12"
"sj",2007,12,0.0117,0.01655,0.1626714,0.1492,9.12,298.4528571,298.6571429,293.77,301.8,296.8,5.1,75.66285714,9.12,15.16714286,2.628571429,299.8571429,280.5428571,305.8,295.2,0.5,"20"
"sj",2007,13,0.02285,0.035575,0.0701,0.08295714,33.72,298.7557143,298.85,294.3757143,300.9,297.1,25.2,76.78428571,33.72,15.91714286,2.528571429,300.8666667,280.8,306.3,295.8,3.8,"8"
"sj",2007,14,0.01886667,0.03325,0.1870571,0.1638429,90.68,297.7771429,297.8642857,293.27,300,296.5,12.6,76.21428571,90.68,14.77285714,2.071428571,298.6,279.0142857,303,294.7,40.2,"3"
"sj",2007,15,0.0501,0.0033,0.2062167,0.2322286,13.09,298.5528571,298.6928571,293.23,301.2,295.9,1.2,73.30142857,18.15,14.90857143,3.071428571,299.3857143,280.6285714,305.8,293.6,5.4,"13"
"sj",2007,16,0.0689,0.04426667,0.09744286,0.08502857,0,299.3357143,299.5571429,294.5071429,301.7,297.6,3.6,74.83285714,0,15.85428571,3,300.7285714,281.0142857,305.3,295.8,1.8,"4"
"sj",2007,17,0.0216,0.02055,0.09744286,0.04611667,69.7,299.0228571,299.4142857,295.4914286,302.8,296.9,63.1,81.11285714,69.7,16.90714286,3.357142857,300.2,280.4285714,307.4,294.7,21.1,"1"
"sj",2007,18,0.0392,0.01195,0.1181286,0.1175571,93.03,298.7757143,298.8785714,295.4685714,300.8,297.3,63.81,81.40428571,93.03,16.81714286,2.214285714,299.2142857,278.4714286,303,295.2,79.8,"10"
"sj",2007,19,-0.06205,-0.02765,0.2391714,0.1718429,9.83,299.4671429,299.5142857,295.6457143,301.8,297.6,40.3,79.19428571,6.09,16.94714286,2.771428571,300.3285714,280.2428571,304.7,296.3,64.3,"8"
"sj",2007,20,0.0019,0.01205,0.2544143,0.2370857,6.8,300.66,300.8428571,296.1757143,303.1,298.8,8.4,77.14428571,6.8,17.60857143,3.171428571,303,280.6714286,306.3,297.4,0.3,"13"
"sj",2007,21,0.05825,0.0211,0.06742857,0.07848571,6.2,300.6928571,300.85,295.6142857,302.7,298.7,2.2,74.8,6.2,17.00571429,3.071428571,301.7571429,281.0285714,306.3,296.9,0.5,"10"
"sj",2007,22,0.16025,0.1007333,0.1275429,0.1072571,45.7,300.4614286,300.7214286,295.85,303.3,298.3,24.9,76.02285714,45.7,17.25714286,3.557142857,301.4571429,280.0571429,305.8,296.9,17,"21"
"sj",2007,23,-0.0118,-0.0616,0.1468429,0.1657286,85.81,300.9614286,301.1714286,296.1071429,303.3,298.9,17.74,74.96285714,85.81,17.50714286,3.428571429,302.2,280.4,306.9,296.3,33.3,"18"
"sj",2007,24,-0.0054,-0.02493333,0.1121333,0.08591429,24.53,300.55,300.5642857,295.9757143,302.9,298.4,25.3,76.16285714,22.52,17.37,2.385714286,301.5428571,280.2142857,307.4,296.9,87.8,"21"
"sj",2007,25,0.0412,0.04328,0.1976143,0.2087,15.76,301.1457143,301.3714286,296.0857143,303.6,298.9,4.2,73.78142857,15.76,17.48857143,2.971428571,302.0142857,280.5,306.9,297.4,4.3,"34"
"sj",2007,26,0.2484,0.11865,0.2273429,0.1632,46.08,301.0971429,301.1714286,296.54,303.7,298.6,9.7,76.32857143,46.08,17.94714286,2.671428571,302.2714286,279.5428571,306.9,298,1.5,"25"
"sj",2007,27,0.0341,0.005633333,0.22295,0.1635714,19.09,301.0157143,301.1071429,296.1557143,303.2,299.1,20.5,74.92142857,16.7,17.51285714,3.1,301.8428571,279.6714286,306.3,297.4,17.3,"34"
"sj",2007,28,-0.078,-0.02854,0.1622167,0.1558857,1.13,300.9714286,301,296.1771429,303,298.7,11.56,76.59571429,1.13,17.56142857,2.8,301.8714286,279.7285714,306.3,297.4,10,"33"
"sj",2007,29,0.0826,0.0875,0.06742857,0.0914,40.7,300.9471429,300.9928571,296.1328571,303.2,298.8,22.32,75.14285714,40.7,17.50571429,2.914285714,301.5714286,279.7571429,305.2,297.4,21.3,"40"
"sj",2007,30,-0.071225,0.0335,0.1045571,0.1148571,85.11,300.4957143,300.5428571,296.8728571,302.9,298.4,40.34,81.28142857,85.11,18.35142857,2.857142857,301.5714286,279.2714286,306.3,298,69.8,"42"
"sj",2007,31,0.0746,0.1004,0.2579571,0.2433714,1.02,301.0814286,301.1714286,296.0628571,303.1,299.1,8.3,74.26428571,1.02,17.46714286,2.828571429,301.6285714,279.1428571,305.8,297.4,14.5,"36"
"sj",2007,32,0.0156,0.03105,0.1343143,0.1158571,37.75,301.17,301.2571429,296.7514286,303,298.9,21.41,77.76571429,37.75,18.40714286,2.571428571,301.6142857,278.8142857,304.7,297.4,6.4,"72"
"sj",2007,33,0.00525,0.00625,0.1273571,0.1259429,72.44,300.9871429,301.0928571,296.9228571,303,299,25.69,78.64,75.57,18.30428571,2.528571429,301.3857143,278.9857143,304.7,296.3,24.9,"75"
"sj",2007,34,0.0331,0.0927,0.2873286,0.2724857,34.47,300.9528571,301.0642857,296.8014286,302.9,299,56.82,78.46142857,34.47,18.30571429,2.785714286,301.4571429,279.7428571,306.9,296.9,35.3,"76"
"sj",2007,35,0.0633,0.06376667,0.1511429,0.1315429,62.56,300.8285714,300.9785714,296.5328571,303.7,299,10.3,77.56428571,62.56,18,2.7,301.3857143,279.9285714,306.9,296.9,20.1,"92"
"sj",2007,36,0.09746667,0.0433,0.2283333,0.2021857,30.77,301.2185714,301.2428571,296.4457143,303.3,298.9,19.74,75.34571429,27.22,17.87,3,301.3142857,280.4428571,306.3,296.9,25.9,"71"
"sj",2007,37,0.09683333,0.0569,0.2385429,0.1874857,10.37,301.1171429,301.15,296.2885714,303.5,298.8,22.24,75.19571429,10.37,17.72,3.157142857,301.8714286,279.5142857,306.9,298,10.4,"112"
"sj",2007,38,-0.01345,0.0749,0.1525714,0.1319286,70.39,301.2171429,301.3071429,296.5614286,303.1,298.9,26.14,75.97,70.39,18.03714286,2.814285714,301.3,279.2857143,305.8,297.4,26.9,"106"
"sj",2007,39,-0.0307,-0.00294,0.1379857,0.1446286,94.37,301.0528571,301.1071429,296.51,303.5,299,16.15,76.40571429,94.37,17.98142857,3.585714286,301.1714286,279.0285714,305.2,297.4,21.3,"101"
"sj",2007,40,0.096,0.0506,0.1853,0.1177286,74.5,301.0228571,301.0285714,296.6428571,303.5,299.1,17.6,77.19,74.5,18.11857143,2.685714286,300.9857143,279.9714286,305.8,295.2,86.6,"170"
"sj",2007,41,0.009,0.104,0.1181286,0.1263429,108.26,300.6742857,300.9428571,296.8314286,302.9,299.3,21.98,79.17857143,108.26,18.37571429,3,301.1285714,279.9142857,306.3,296.9,14.5,"135"
"sj",2007,42,0.021,0.1326667,0.2464333,0.1897571,17.56,301.4928571,301.3571429,296.3542857,303.6,299.4,8.3,73.86714286,17.56,17.84571429,3.185714286,302.3714286,280.5428571,306.9,297.4,4.6,"106"
"sj",2007,43,0.08285,-0.00915,0.1911857,0.1764,16.48,301.09,301.0928571,295.7771429,303.4,299,15.66,73.66142857,16.48,17.27571429,2.471428571,300.9571429,279.4428571,305.2,297.4,8.6,"68"
"sj",2007,44,0.1243,0.0543,0.1568143,0.1235286,137.55,299.4585714,299.5428571,296.02,302.1,297.7,174.64,81.59428571,137.55,17.50285714,2.6,299.2,278.4,303.6,295.2,89.2,"48"
"sj",2007,45,-0.2517,-0.0486,0.2051714,0.1728833,15.25,300.6042857,300.6857143,295.8385714,302.6,298.2,10.3,75.35,15.25,17.29571429,3.4,300.4428571,279.8571429,305.2,296.3,57.7,"2"
